qn1k,qn1a,numppl,qn1b,qn1c,qn1d,qn1f,qn1g,qn1h,qn1i,qn1jyear,qn1l,qn2a,qn2b,qn3a,qn3b,qn4a,qn4b,qn4c,qn4e,qn4j,qn20,qn24a,qn24b,qn25a,qn25b,qn25c,qn25d,qn28a,qn28b,cohort,ui_agect_arrival,ui_school,ui_emprate
3,1,3,1,4,20,1,16,16,97,2013, ,6,5,1, ,4,1,1,6, ,5,1, ,2,2,7,1,1,1,2,1,7,1
3,2,3,15,4,18,1,16,16,98, ,2,98,98,98,98,3,2,1,8,2,96,1, ,2,2,1,1,1,1,2,2,1,3
3,3,3,15,4,18,1,16,16,98, ,2,98,98,98,98,8,2,8,6, , ,1, ,2,2,5,1,1,1,2,2,5,999
3,1,4,1,1,33,1,10,10,1,2013, ,13,4,4,97,3,2,1,1, ,1,1, ,1, , , ,1,1,2,3,0,1
3,2,4,2,1,32,2,10,24,1,2011,1, , , , , , , , , , , , , , , , , , ,2,2, , 
3,3,4,4,4,4,1,24,24,1,2015,1, , , , , , , , , , , , , , , , , , ,2,1, , 
3,4,4,4,4,4,2,24,24,1,2011,1, , , , , , , , , , , , , , , , , , ,2,0, , 
3,1,3,1,1,72,1,2,96,97,2011, ,0,1,8,11,4,4,1,1, , ,1, ,1, , , ,2,2,1,5,0,3
3,2,3,2,1,66,2,2,96,97,2011,2,0,1,8,11,4,4,1,1, , ,1, ,1, , , ,2,2,1,5,0,3
3,3,3,4,4,25,1,2,24,97,2011,2,12,5,6,13,3,2,1,1, ,98,1, ,1, , , ,1,1,1,2,0,1
3,1,4,1,1,47,1,2,2,97,2012, ,8,2,1, ,4,3,1,1, ,99,1, ,1, , , ,1,1,1,4,0,1
3,2,4,2,1,37,2,2,2,97,2012,2,7,2,1, ,4,3,1,1, ,99,1, ,1, , , ,1,1,1,3,0,1
3,3,4,4,4,21,2,14,99,97,2012,2,10,2,6,13,3,3,1,1, ,99,1, ,2,2,1,1,1,1,1,1,1,1
3,4,4,4,4,16,2,14,99,97,2012,2,6,2,6,13,4,3,1,1, , ,1, ,2,2,1,1,1,1,1,1,1,3
3,1,4,1,1,40,2,3,3,20,2011, ,2,1,1, ,4,3,1,1, , ,1, ,1, , , ,2,2,1,3,0,3
3,2,4,4,7,22,2,3,3,20,2011,2,9,2,6,13,3,1,2,2,1, ,1, ,2,2,1,2,1,1,1,1,1,3
3,3,4,4,7,18,2,3,3,20,2011,2,9,2,6,13,3,2,2,6, , ,1, ,2,2,1,2,2,2,1,1,1,3
3,4,4,4,7,14,1,3,3,20,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,1,5,1,1,36,1,2,99,24,2012,2,10,2,4,11,4,3,2,1, ,99,8, ,1, , , ,1,1,1,3,0,1
3,2,5,6,1,34,1,2,99,24,2012,2,15,6,1, ,4,2,2,1, ,99,8, ,1, , , ,1,1,1,3,0,1
3,3,5,6,4,23,2,14,99,24,2011,2,10,4,6,13,3,1,1,2,2,3,2,1,1, , , ,1,1,1,1,0,1
3,4,5,5,1,71,1,2,99,24,2011, ,0,1,4,11,4,3,1,2,1, ,1, ,1, , , ,2,2,1,5,0,3
3,5,5,2,1,998,2,2,99,24,2012,2, , , , , , , , , , , , , , , , , , ,1,999, , 
3,1,3,1,1,46,1,97,97,97,2014, ,11,4,5,7,4,3,2,2,1,1,1, ,1, , , ,1,1,2,4,0,1
3,2,3,2,1,45,2,97,97,97,2014,2,11,5,2,5,4,3,2,1, ,1,1, ,1, , , ,1,1,2,4,0,1
3,3,3,4,1,22,1,97,97,97,2014,2,8,1,6,96,3,2,2,2,1,1,2,2,1, , , ,1,1,2,2,0,1
3,1,1,1,4,54,1,5,5,10,2015, ,12,4,5,11,3,2,2,2,1,2,1, ,1, , , ,1,1,3,4,0,1
3,1,2,1,1,69,1,5,5,10,2013, ,12,4,5,7,3,3,2,2,2, ,1, ,1, , , ,2,2,2,5,0,3
3,2,2,2,1,68,2,5,5,10,2013,2,12,6,2,5,4,3,1,2,2, ,1, ,1, , , ,2,2,2,5,0,3
3,1,2,1,1,58,1,5,5,10,2015, ,7,2,5,7,4,4,1,1, ,1,1, ,1, , , ,1,1,3,5,0,1
3,2,2,2,1,48,2,5,5,10,2015,2,9,2,2,8,4,4,1,1, , ,1, ,1, , , ,2,2,3,4,0,3
3,1,1,1,4,33,1,10,10,1,2012, ,16,6,4,97,3,2,1,1, ,1,1, ,1, , , ,1,2,2,3,0,2
3,1,5,1,1,998,1,3,3,20,2011,1, , , , , , , , , , , , , , , , , , ,2,999, , 
3,2,5,5,5,67,2,3,98,20,2014, ,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,2,2,2,5,0,3
3,3,5,2,1,998,2,3,98,20,2011,1, , , , , , , , , , , , , , , , , , ,2,999, , 
3,4,5,4,6,17,1,20,97,20, ,2,0,98,98,96,8,3,1,6, , ,1, ,8, , , ,1,1,2,1,999,3
3,5,5,4,6,16,2,20,97,20,2011,1, , , , , , , , , , , , , , , , , , ,2,1, , 
3,1,1,1,3,43,1,3,3,97,2013, ,1,1,8,97,4,3,1,1, ,1,1, ,1, , , ,1,1,2,3,0,1
3,2,3,2,1,29,2,3,3,97,2014, ,10,2,4,6,4,3,2,1, ,1,1, ,1, , , ,1,1,2,3,0,3
3,3,3,4,4,1,2,24,24,97,2015,1, , , , , , , , , , , , , , , , , , ,2,0, , 
3,1,3,1,1,31,2,3,97,20,2013, ,13,97,97,5,3,3,1,2,2,4,2,1,2,1, , ,1,1,2,3, ,1
3,2,3,2,1,30,1,3,97,20,2013,2,13,97,4,11,3,3,1,2,1,1,1, ,1, , , ,1,1,2,3,0,1
3,3,3,15,7,30,1,3,97,20, ,2,0,1,6,13,4,3,1,2,2, ,1, ,1, , , ,2,2,2,3,0,3
3,2,3,2,1,27,2,10,10,8,2011, ,16,6,6,13,2,2,1,1, ,98,1, ,1, , , ,1,1,2,2,0,1
3,3,3,4,6,1,1,24,24,8,2015,1, , , , , , , , , , , , , , , , , , ,2,0, , 
3,1,1,1,1,38,2,97,97,97,2015, ,0,1,1, ,4,4,1,2,2,98,2,1,1, , , ,1,1,3,3,0,1
3,1,4,1,4,26,1,10,10,31,2013, ,12,5,4,9,3,2,1,1, ,98,1, ,1, , , ,1,1,2,2,0,1
3,2,4,5,1,58,2,10,10,31,2013,2,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,1,1,2,4,0,3
3,3,4,6,4,24,1,10,10,31,2013,2,12,5,6,13,2,1,1,1, ,98,1, ,2,2,3,1,1,1,2,2,3,999
3,4,4,6,4,21,1,10,10,31,2013,2,9,2,6,13,4,2,1,2,2,1,1, ,2,2,3,1,1,1,2,1,3,1
3,1,4,1,1,35,1,10,10,97,2014, ,8,2,5,7,3,2,1,2,1,1,1, ,1, , , ,1,1,3,3,0,1
3,2,4,2,1,21,2,10,10,97,2014,2,5,1,1, ,3,2,1,2,1, ,1, ,1, , , ,1,1,3,2,0,3
3,3,4,4,4,11,1,10,10,97,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
3,4,4,4,4,0,2,24,24,97,2015,1, , , , , , , , , , , , , , , , , , ,3,0, , 
3,1,2,1,1,59,1,10,10,31,2014, ,14,4,2,97,2,2,1,1, , ,1, ,1, , , ,1,1,2,5,0,3
3,2,2,2,1,57,2,10,10,31,2014,2,12,4,2,4,3,3,1,1, , ,1, ,1, , , ,1,1,2,4,0,3
3,1,4,1,1,998,1,3,98,20, ,8, , , , , , , , , , , , , , , , , , ,3,999, , 
3,2,4,11,1,29,2,3,97,20,2014, ,13,5,1, ,4,4,1,2,2, ,1, ,2,1, , ,1,1,3,3, ,3
3,3,4,11,1,30,1,3,97,20,2014,2,13,5,4,5,8,3,8,1, ,98,1, ,1, , , ,1,1,3,3,0,1
3,4,4,98,4,6,1,20,99,20,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
3,1,3,1,1,30,1,10,10,1,2014, ,17,6,4,6,2,1,1,1, ,1,1, ,1, , , ,1,1,3,3,0,1
3,2,3,2,1,28,2,10,10,1,2014,2,18,6,2,2,2,1,1,2,1, ,1, ,1, , , ,1,1,3,3,0,3
3,3,3,4,4,1,1,24,24,97,2015,1, , , , , , , , , , , , , , , , , , ,3,0, , 
3,1,1,1,3,44,1,6,6,97,2014, ,7,1,4,6,3,3,1,2,1,96,1, ,1, , , ,2,2,2,4,0,2
3,1,2,1,3,28,1,3,3,20, ,8, , , , , , , , , , , , , , , , , , ,3,3, , 
3,2,2,3,4,23,2,3,3,20,2015, ,16,6,6,97,3,3,1,2,1,1,1, ,1, , , ,1,1,3,2,0,1
3,2,3,11,7,19,2,3,97,9,2015,2,5,97,1, ,3,2,1,6, , ,1, ,2,2,1,1,1,1,3,1,1,3
3,1,4,1,1,51,1,5,5,10,2013, ,12,5,5,7,4,3,1,1, ,1,1, ,2,2,3,1,1,1,2,4,3,1
3,2,4,2,1,48,2,5,5,10,2013,2,12,6,2,5,4,4,2,2,1,1,2,1,1, , , ,1,1,2,4,0,1
3,3,4,4,4,27,1,5,5,10,2013,2,12,4,2,5,1,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1
3,4,4,4,4,21,1,5,5,10,2013,2,10,2,6,96,4,1,1,1, ,1,2,1,2,2,3,1,2,1,2,1,3,1
3,1,5,1,1,998,1,2,96,97,2012,2, , , , , , , , , , , , , , , , , , ,1,999, , 
3,2,5,4,5,65,2,2,96,97,2012, ,0,1,5,7,4,4,1,1, , ,1, ,1, , , ,1,1,1,5,0,3
3,3,5,8,5,75,1,2,96,97,2012,2,0,1,4,11,4,4,1,1, , ,1, ,1, , , ,1,1,1,5,0,3
3,4,5,6,1,28,2,2,96,97,2012,2,10,5,6,13,3,2,2,1, , ,1, ,1, , , ,1,1,1,2,0,3
3,5,5,2,1,29,2,2,96,97,2012,2,6,2,1, ,3,2,1,1, , ,1, ,1, , , ,1,1,1,2,0,3
3,1,3,1,1,32,2,16,16,97,2013, ,12,5,5,5,2,2,2,1, ,1,1, ,1, , , ,1,1,2,3,0,3
3,2,3,4,4,3,1,24,16,97, ,1, , , , , , , , , , , , , , , , , , ,2,1, , 
3,1,3,1,1,54,2,16,16,97,2013,2,98,98,5,1,4,3,1,1, ,1,1, ,1, , , ,1,1,2,4,0,1
3,2,3,5,2,27,1,16,16,97,2013, ,7,5,5,7,2,2,1,1, ,1,1, ,1, , , ,1,1,2,2,0,1
3,3,3,5,4,25,2,16,16,97,2013,2,7,5,5,3,2,1,2,2,1,1,1, ,2,2,2,1,1,1,2,2,2,1
3,1,5,1,1,36,1,10,10,31,2012, ,11,5,5,7,3,3,1,1, ,1,1, ,1, , , ,1,1,2,3,0,1
3,2,5,2,1,32,2,10,10,31,2012,2,10,5,1, ,3,2,1,2,1, ,1, ,1, , , ,1,1,2,3,0,3
3,3,5,4,4,11,2,10,10,31,2012,2, , , , , , , , , , , , , , , , , , ,2,1, , 
3,4,5,4,4,9,2,10,10,31,2012,2, , , , , , , , , , , , , , , , , , ,2,1, , 
3,5,5,4,4,7,1,10,10,31,2012,2, , , , , , , , , , , , , , , , , , ,2,1, , 
3,1,5,1,4,27,1,2,96,40,2011, ,10,3,6,13,4,4,1,1, ,1,1, ,1, , , ,1,1,1,2,0,1
3,1,2,1,1,67,1,10,10,1,2011, ,15,6,4,3,1,1,2,1, ,1,1, ,2,2,5,1,1,1,1,5,5,2
3,2,2,2,1,70,2,10,10,1,2011,2,15,6,2,10,3,3,1,1, , ,1, ,1, , , ,2,2,1,5,0,3
3,1,4,1,1,35,1,2,99,24,2013, ,12,4,6,13,2,1,2,1, ,97,1, ,1, , , ,2,2,2,3,0,1
3,2,4,2,1,32,2,2,99,24,2013,2,10,3,5,7,3,2,1,1, , ,1, ,1, , , ,1,1,2,3,0,3
3,3,4,4,4,6,2,14,99,24,2013,2, , , , , , , , , , , , , , , , , , ,2,1, , 
3,1,1,1,1,48,1,3,3,20,2015, ,15,6,4,4,3,2,2,1, ,1,1, ,1, , , ,1,1,3,4,0,1
3,1,4,1,1,41,1,10,10,1,2011, ,14,6,2,10,3,2,1,1, ,1,2,20,1, , , ,2,1,1,3,0,1
3,2,4,2,1,41,2,10,24,1,2011,2,12,5,1, ,3,2,1,2,2,1,1, ,1, , , ,1,1,1,3,0,1
3,3,4,4,4,9,1,97,10,1,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,4,4,4,4,9,1,97,10,1,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,1,1,1,1,28,1,16,16,97,2014, ,10,5,97,97,2,2,1,1, ,1,1, ,1, , , ,2,2,2,3,0,1
3,1,2,1,1,52,1,16,96,97,2015, ,12,5,5,11,2,2,2,2,1,1,1, ,1, , , ,1,1,3,4,0,1
3,2,2,2,1,29,2,16,96,97,2015,2,8,5,6,13,2,1,2,2,1,1,1, ,1, , , ,1,1,3,3,0,1
3,1,5,1,1,998,1,3,3,20,2015, ,98,1,1, ,4,4,1,2,1,98,2,1,1, , , ,2,2,3,999,0,1
3,2,5,2,1,46,2,3,3,20,2015,2,6,1,97,5,3,3,1,2,1, ,1, ,1, , , ,2,2,3,4,0,3
3,3,5,4,7,19,2,3,3,20,2015,2,10,5,6,13,3,3,2,2,1,1,8, ,2,1, , ,1,2,3,1, ,1
3,4,5,4,7,16,2,3,3,20,2015,2,6,1,1, ,4,3,2,2,2, ,1, ,2,1, , ,2,2,3,1, ,3
3,5,5,4,7,15,2,20,3,20,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
3,1,2,1,4,27,1,10,10,31,2014, ,5,98,4,8,4,2,1,1, ,1,1, ,1, , , ,1,1,3,2,0,1
3,1,2,1,4,29,1,16,24,97,2013, ,7,1,5,8,2,2,1,1, ,5,1, ,1, , , ,1,1,2,3,0,1
3,1,4,1,1,48,1,2,2,97,2014, ,8,2,5,9,3,3,1,1, ,99,1, ,1, , , ,1,1,2,4,0,3
3,2,4,2,1,998,2,97,98,97,2014,2, , , , , , , , , , , , , , , , , , ,2,999, , 
3,3,4,4,1,998,1,14,99,97,2014,2, , , , , , , , , , , , , , , , , , ,2,999, , 
3,1,5,1,1,39,1,2,96,38,2015, ,7,2,4,7,3,3,1,1, ,1,1, ,1, , , ,1,1,3,3,0,1
3,2,5,5,1,72,1,2,96,38, ,2,0,1,8,11,4,4,1,1, , ,1, ,1, , , ,2,2,3,5,0,3
3,3,5,5,1,72,2,2,96,38, ,2,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,2,2,3,5,0,3
3,4,5,2,1,36,2,2,96,38,2015,2,3,2,1, ,4,3,1,1, ,3,1, ,1, , , ,1,1,3,3,0,1
3,5,5,6,1,42,1,2,96,38, ,2,98,98,8,5,2,1,1,1, ,98,8, ,1, , , ,8,8,3,4,0,1
3,1,1,1,4,38,1,5,5,10,2011, ,12,4,1, ,4,3,2,1, ,1,1, ,1, , , ,1,1,1,3,0,1
3,1,4,1,1,59,1,10,10,1,2013, ,16,6,4,97,2,2,2,1, ,98,1, ,2,2,4,1,2,1,2,5,4,1
3,2,4,2,1,48,2,10,10,1,2013,2,14,97,1, ,2,2,1,1, ,1,1, ,1, , , ,2,2,2,4,0,3
3,3,4,4,4,25,2,10,10,1,2013,2,15,5,6,13,1,1,1,1, ,1,2,1,2,2,7,1,1,1,2,2,7,1
3,1,5,1,1,47,1,10,10,31,2012, ,18,6,5,6,3,2,1,2,1,1,1, ,2,1, , ,2,1,1,4, ,1
3,2,5,2,1,44,2,10,10,31,2012,2,16,6,1, ,2,1,1,1, ,3,1, ,1, , , ,1,1,1,3,0,1
3,3,5,4,4,16,1,10,10,31,2012,2,4,2,1, ,3,1,2,6, , ,1, ,2,2,1,1,1,1,1,1,1,3
3,4,5,4,4,15,2,10,10,31,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,5,5,4,4,11,2,10,10,31,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,1,5,1,4,29,1,6,6,97,2015, ,11,97,6,13,3,2,1,1, ,1,2,0,2,2,1,1,1,1,3,3,1,1
3,3,5,15,1,998,1,6,6,97, ,2, , , , , , , , , , , , , , , , , , ,3,999, , 
3,1,4,1,1,29,1,2,96,40,2013, ,14,5,6,13,2,1,1,1, ,3,1, ,1, , , ,1,1,2,3,0,1
3,2,4,2,1,32,2,2,96,40,2013,2,12,5,6,13,2,2,1,1, ,1,1, ,1, , , ,2,2,2,3,0,3
3,3,4,4,4,5,1,14,96,40,2013,2, , , , , , , , , , , , , , , , , , ,2,1, , 
3,4,4,4,4,1,1,24,96,40, ,1, , , , , , , , , , , , , , , , , , ,2,1, , 
3,1,4,1,1,34,1,10,10,1,2015, ,15,97,2,97,2,1,1,1, ,1,1, ,2,2,7,1,1,1,3,3,7,1
3,2,4,2,1,26,2,10,10,1,2015,2,12,5,1, ,3,3,1,2,1, ,1, ,1, , , ,1,1,3,2,0,3
3,3,4,4,6,7,2,10,10,1,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
3,4,4,4,6,4,2,10,10,1,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
3,1,1,1,1,35,1,97,97,97,2012, ,12,5,3,12,3,2,2,1, ,1,1, ,1, , , ,1,1,1,3,0,1
3,1,5,1,1,37,1,10,10,1,2014, ,16,6,4,2,2,1,1,1, ,1,2,1,1, , , ,1,1,3,3,0,1
3,2,5,2,1,34,2,10,10,1,2014,2,16,6,2,4,2,1,1,2,1, ,1, ,2,2,5,1,1,1,3,3,5,3
3,3,5,4,4,9,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
3,4,5,4,4,7,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
3,1,3,1,1,56,1,10,10,1,2012, ,16,6,4,2,2,2,1,1, ,1,1, ,1, , , ,1,1,2,4,0,1
3,2,3,2,1,52,2,10,10,1,2012,2,16,6,1, ,3,3,1,2,1,1,1, ,1, , , ,1,1,2,4,0,3
3,3,3,4,4,13,2,97,10,1,2012,2, , , , , , , , , , , , , , , , , , ,2,1, , 
3,1,1,1,2,58,1,3,3,20,2011, ,98,1,97,11,4,3,1,2,1,1,1, ,2,1, , ,1,1,1,4, ,2
3,1,3,1,1,30,1,10,10,8,2012, ,16,6,6,13,2,1,1,1, ,1,1, ,1, , , ,1,1,2,3,0,1
3,2,3,2,1,23,2,10,24,8,2011,1, , , , , , , , , , , , , , , , , , ,2,1, , 
3,3,3,4,4,0,2,24,24,8,2015,1, , , , , , , , , , , , , , , , , , ,2,0, , 
3,2,5,2,1,43,2,3,24,9,2014,2,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,1,1,1,4,0,3
3,3,5,4,8,13,2,3,24,9,2014,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,4,5,4,8,9,1,3,24,9,2014,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,5,5,4,8,998,1,3,24,9,2014,2, , , , , , , , , , , , , , , , , , ,1,999, , 
3,1,5,1,1,38,1,10,10,8,2012, ,9,2,4,8,2,1,1,1, ,1,1, ,1, , , ,1,1,1,3,0,1
3,2,5,2,1,33,2,10,10,8,2012,2,8,2,1, ,3,2,1,1, , ,1, ,1, , , ,1,1,1,3,0,3
3,3,5,4,4,10,2,10,10,8,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,4,5,4,6,9,1,10,10,8,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,5,5,4,6,4,2,24,24,8,2012,1, , , , , , , , , , , , , , , , , , ,1,0, , 
3,1,5,1,1,998,1,3,3,20,2011, ,98,1,1, ,4,4,1,1, ,1,1, ,1, , , ,1,1,1,999,0,1
3,2,5,2,1,998,2,3,3,20,2011,2, , , , , , , , , , , , , , , , , , ,1,999, , 
3,3,5,2,7,14,2,20,3,20,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,4,5,4,7,12,1,20,3,20,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,5,5,4,7,10,1,20,3,20,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,1,4,1,1,56,2,10,10,1,2014, ,17,97,2,4,2,1,1,1, ,98,1, ,1, , , ,1,1,2,4,0,1
3,2,4,4,4,32,1,10,10,1,2014,2,18,6,4,2,2,1,1,1, ,1,1, ,1, , , ,1,1,2,3,0,2
3,3,4,4,4,37,1,10,10,1,2011,2,17,6,2,97,1,1,1,1, ,1,1, ,1, , , ,1,1,2,3,0,1
3,4,4,5,5,75,2,10,10,1,2014,2,12,4,1, ,3,3,1,1, , ,1, ,1, , , ,2,2,2,5,0,3
3,1,3,1,4,35,1,2,96,38,2015, ,10,3,4,11,3,2,1,1, ,1,1, ,1, , , ,1,1,3,3,0,1
3,2,3,11,7,42,2,2,96,38,2014,2,0,1,1, ,4,4,1,2,2,1,1, ,2,1, , ,2,2,3,3, ,1
3,3,3,4,4,19,2,14,96,40,2014,2,10,4,6,13,2,1,1,1, ,1,1, ,2,2,1,1,2,2,3,1,1,2
3,1,2,1,2,25,2,3,97,20,2012, ,11,1,4,5,4,3,1,2,2,1,1, ,1, , , ,1,1,2,2,0,3
3,2,2,4,4,7,1,20,97,20,2012,2, , , , , , , , , , , , , , , , , , ,2,1, , 
3,1,5,1,2,39,2,10,10,1,2014, ,14,5,1, ,2,1,2,1, ,1,1, ,1, , , ,1,1,2,3,0,1
3,2,5,4,4,19,2,10,10,1,2014,2,12,2,6,13,3,1,2,1, ,2,1, ,1, , , ,1,1,2,1,0,1
3,3,5,4,4,16,1,10,10,1,2014,2,8,2,6,13,3,1,2,6, , ,1, ,2,2,1,1,1,1,2,1,1,2
3,4,5,4,4,10,1,97,10,1,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
3,5,5,4,4,8,2,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
3,1,5,1,1,39,1,2,98,24,2012, ,12,5,8,5,2,1,1,1, ,5,1, ,1, , , ,1,1,1,3,0,1
3,2,5,2,1,38,2,2,98,24,2012,2,3,1,1, ,4,3,1,1, ,5,1, ,1, , , ,1,1,1,3,0,1
3,3,5,4,4,21,1,14,98,40,2012,2,9,2,6,98,3,2,1,1, ,5,1, ,1, , , ,1,1,1,1,0,1
3,4,5,4,4,9,2,14,98,40,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,5,5,4,4,3,2,24,98,40,2013,1, , , , , , , , , , , , , , , , , , ,1,0, , 
3,1,5,1,1,998,1,3,3,20,2015, ,98,1,1, ,4,4,1,1, ,98,1, ,1, , , ,2,2,3,999,0,1
3,2,5,2,1,998,2,3,3,20,2015,2, , , , , , , , , , , , , , , , , , ,3,999, , 
3,3,5,4,7,20,1,20,3,20,2015,2,98,1,6,13,4,3,1,2,2, ,1, ,2,2,1,1,1,1,3,2,1,3
3,4,5,4,7,17,1,20,3,20,2015,2,98,1,6,13,3,2,1,2,2, ,1, ,2,2,1,1,1,1,3,1,1,3
3,5,5,4,7,15,2,3,3,20,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
3,4,4,4,4,0,2,24,98,98,2015,1, , , , , , , , , , , , , , , , , , ,2,0, , 
3,1,5,1,1,45,2,3,97,20,2014,2,0,1,97,97,3,3,1,1, ,1,2,98,1, , , ,1,1,1,4,0,1
3,2,5,2,1,56,1,3,97,20,2014,2,8,97,4,10,3,3,1,1, ,98,1, ,1, , , ,1,1,1,4,0,1
3,3,5,4,4,26,2,3,97,20,2012,2,14,98,4,5,2,1,2,1, ,98,1, ,2,2,3,1,1,1,1,2,3,1
3,4,5,4,4,24,2,20,97,20,2012, ,12,5,6,13,3,3,1,2,2,1,1, ,1, , , ,1,1,1,2,0,2
3,5,5,4,4,22,2,20,97,20,2014,2,10,2,6,13,4,3,1,2,2,1,1, ,1, , , ,1,1,1,2,0,1
3,1,3,1,1,41,1,3,24,97,2011, ,10,5,6,13,3,3,1,1, ,1,1, ,1, , , ,1,1,1,3,0,1
3,3,3,4,8,5,2,24,24,97, ,1, , , , , , , , , , , , , , , , , , ,1,1, , 
3,1,5,1,1,998,1,3,3,20,2012, ,99,1,1, ,4,4,1,1, ,1,1, ,1, , , ,2,2,1,999,0,3
3,2,5,2,1,998,2,3,3,20,2012,2, , , , , , , , , , , , , , , , , , ,1,999, , 
3,3,5,4,7,998,1,20,3,20,2012,2, , , , , , , , , , , , , , , , , , ,1,999, , 
3,4,5,4,7,998,1,20,3,20,2012,2, , , , , , , , , , , , , , , , , , ,1,999, , 
3,5,5,4,7,15,2,20,3,20,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,1,3,1,1,29,1,2,98,97,2015, ,6,1,5,11,3,2,1,1, ,4,1, ,1, , , ,1,1,3,3,0,1
3,2,3,2,1,27,2,14,97,40,2015,2,10,4,5,6,3,2,1,2,1,4,1, ,1, , , ,1,1,3,3,0,1
3,3,3,4,4,7,2,14,98,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
3,1,3,1,5,51,2,10,10,8,2012, ,16,6,2,5,2,1,1,1, ,1,1, ,1, , , ,1,1,1,4,0,1
3,2,3,4,4,14,2,10,10,8,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,3,3,4,4,12,2,10,10,8,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,1,5,1,1,44,1,3,3,9,2012, ,98,1,8,11,4,4,1,1, ,1,1, ,1, , , ,1,1,1,3,0,1
3,2,5,11,1,24,2,3,3,9,2012,2,9,1,6,13,4,4,1,1, ,1,1, ,1, , , ,1,1,1,2,0,1
3,3,5,2,1,28,2,3,3,9,2012,2,98,1,1, ,4,4,1,1, , ,1, ,1, , , ,1,1,1,2,0,3
3,4,5,4,4,10,1,3,3,9,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,5,5,4,4,7,1,97,97,9,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
3,1,5,1,1,998,1,3,24,20, ,1, , , , , , , , , , , , , , , , , , ,2,999, , 
3,2,5,11,4,29,2,3,97,20,2014, ,7,1,5,11,3,2,1,2,2,1,2,2,1, , , ,1,1,2,3,0,1
3,3,5,11,4,22,2,20,97,20,2013,2,8,1,6,13,3,2,1,2,1,1,1, ,2,2,3,1,1,1,2,2,3,1
3,4,5,2,1,29,2,3,24,20, ,1, , , , , , , , , , , , , , , , , , ,2,3, , 
3,5,5,11,4,10,1,20,97,20,2013,2, , , , , , , , , , , , , , , , , , ,2,1, , 
3,1,1,1,1,35,1,16,16,99,2012, ,3,1,4,97,2,2,2,1, ,1,1, ,1, , , ,1,1,1,3,0,1
3,1,3,1,5,33,1,10,10,8,2014, ,14,5,5,1,3,2,1,1, ,1,1, ,1, , , ,1,1,2,3,0,1
3,2,3,4,4,9,1,10,10,8,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
3,3,3,4,4,7,1,10,10,8,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
3,1,4,1,1,55,1,3,3,20,2011, ,3,1,1, ,4,4,1,1, ,1,1, ,1, , , ,1,1,1,4,0,1
3,2,4,2,1,64,2,3,3,20,2011,2,98,1,1, ,4,4,1,2,2, ,1, ,1, , , ,2,2,1,5,0,3
3,3,4,4,7,21,1,20,3,20,2011,2,10,1,6,13,3,2,1,1, ,99,1, ,1, , , ,1,1,1,1,0,1
3,4,4,4,7,18,1,20,3,20,2011,2,7,1,6,13,3,2,1,1, , ,1, ,2,2,1,1,1,1,1,1,1,3
3,1,3,1,1,42,1,10,10,8,2015, ,9,4,4,3,3,3,1,2,1,98,1, ,8, , , ,1,1,3,4,999,1
3,2,3,2,1,41,2,10,24,8,2011,1, , , , , , , , , , , , , , , , , , ,3,2, , 
